Year,Science_Engineering_Field,SE_comparison,Broad_Field,Broad_Field_comparison,Field,Field_comparison,Recipients
1980,Non-science and engineering,0,Education,0,Education research,1,3317
1980,Non-science and engineering,0,Education,0,Other education,1,623
1980,Non-science and engineering,0,Education,0,Teacher education,1,639
1980,Non-science and engineering,0,Education,0,Teaching fields,1,1471
1980,Non-science and engineering,0,Humanities and arts,1,Total,0,3803
1980,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,535
1980,Non-science and engineering,0,Humanities and arts,0,History,1,745
1980,Non-science and engineering,0,Humanities and arts,0,Letters,1,1177
1980,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1346
1980,Non-science and engineering,0,Other,1,Total,0,1461
1980,Non-science and engineering,0,Other,0,Business management and administration,1,640
1980,Non-science and engineering,0,Other,0,Communication,1,270
1980,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,551
1980,Science and engineering,1,Total,0,Total,0,18169
1980,Science and engineering,0,Engineering,1,Total,0,2479
1980,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,81
1980,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,68
1980,Science and engineering,0,Engineering,0,Chemical engineering,1,285
1980,Science and engineering,0,Engineering,0,Civil engineering,1,240
1980,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,77
1980,Science and engineering,0,Engineering,0,Materials science engineering,1,143
1980,Science and engineering,0,Engineering,0,Mechanical engineering,1,293
1980,Science and engineering,0,Engineering,0,Other engineering,1,1292
1980,Science and engineering,0,Life sciences,1,Total,0,5501
1980,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1112
1980,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,3803
1980,Science and engineering,0,Life sciences,0,Health sciences,1,586
1980,Science and engineering,0,Mathematics and computer sciences,1,Total,0,962
1980,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,218
1980,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,744
1980,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,3109
1980,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,121
1980,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,90
1980,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,1538
1980,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,361
1980,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,137
1980,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,862
1980,Science and engineering,0,Psychology and social sciences,1,Total,0,6118
1980,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,370
1980,Science and engineering,0,Psychology and social sciences,0,Economics,1,767
1980,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,778
1980,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,505
1980,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3098
1980,Science and engineering,0,Psychology and social sciences,0,Sociology,1,600
1980,Total,0,Total,0,All fields,1,31019
1981,Non-science and engineering,1,Total,0,Total,0,12642
1981,Non-science and engineering,0,Education,1,Total,0,7497
1981,Non-science and engineering,0,Education,0,Education administration,1,1659
1981,Non-science and engineering,0,Education,0,Education research,1,3168
1981,Non-science and engineering,0,Education,0,Other education,1,594
1981,Non-science and engineering,0,Education,0,Teacher education,1,639
1981,Non-science and engineering,0,Education,0,Teaching fields,1,1437
1981,Non-science and engineering,0,Humanities and arts,1,Total,0,3689
1981,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,576
1981,Non-science and engineering,0,Humanities and arts,0,History,1,692
1981,Non-science and engineering,0,Humanities and arts,0,Letters,1,1052
1981,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1369
1981,Non-science and engineering,0,Other,1,Total,0,1456
1981,Non-science and engineering,0,Other,0,Business management and administration,1,624
1981,Non-science and engineering,0,Other,0,Communication,1,240
1981,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,592
1981,Science and engineering,1,Total,0,Total,0,18713
1981,Science and engineering,0,Engineering,1,Total,0,2528
1981,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,97
1981,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,64
1981,Science and engineering,0,Engineering,0,Chemical engineering,1,296
1981,Science and engineering,0,Engineering,0,Civil engineering,1,287
1981,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,66
1981,Science and engineering,0,Engineering,0,Materials science engineering,1,113
1981,Science and engineering,0,Engineering,0,Mechanical engineering,1,282
1981,Science and engineering,0,Engineering,0,Other engineering,1,1323
1981,Science and engineering,0,Life sciences,1,Total,0,5665
1981,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1205
1981,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,3803
1981,Science and engineering,0,Life sciences,0,Health sciences,1,657
1981,Science and engineering,0,Mathematics and computer sciences,1,Total,0,960
1981,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,232
1981,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,728
1981,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,3156
1981,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,109
1981,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,75
1981,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,1612
1981,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,333
1981,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,121
1981,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,906
1981,Science and engineering,0,Psychology and social sciences,1,Total,0,6404
1981,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,369
1981,Science and engineering,0,Psychology and social sciences,0,Economics,1,824
1981,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,803
1981,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,445
1981,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3358
1981,Science and engineering,0,Psychology and social sciences,0,Sociology,1,605
1981,Total,0,Total,0,All fields,1,31355
1982,Non-science and engineering,1,Total,0,Total,0,12372
1982,Non-science and engineering,0,Education,1,Total,0,7251
1982,Non-science and engineering,0,Education,0,Education administration,1,1474
1982,Non-science and engineering,0,Education,0,Education research,1,3189
1982,Non-science and engineering,0,Education,0,Other education,1,667
1982,Non-science and engineering,0,Education,0,Teacher education,1,588
1982,Non-science and engineering,0,Education,0,Teaching fields,1,1333
1982,Non-science and engineering,0,Humanities and arts,1,Total,0,3520
1982,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,491
1982,Non-science and engineering,0,Humanities and arts,0,History,1,692
1982,Non-science and engineering,0,Humanities and arts,0,Letters,1,986
1982,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1351
1982,Non-science and engineering,0,Other,1,Total,0,1601
1982,Non-science and engineering,0,Other,0,Business management and administration,1,685
1982,Non-science and engineering,0,Other,0,Communication,1,265
1982,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,651
1982,Science and engineering,1,Total,0,Total,0,18736
1982,Science and engineering,0,Engineering,1,Total,0,2646
1982,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,86
1982,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,59
1982,Science and engineering,0,Engineering,0,Chemical engineering,1,306
1982,Science and engineering,0,Engineering,0,Civil engineering,1,308
1982,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,79
1982,Science and engineering,0,Engineering,0,Materials science engineering,1,147
1982,Science and engineering,0,Engineering,0,Mechanical engineering,1,334
1982,Science and engineering,0,Engineering,0,Other engineering,1,1327
1982,Science and engineering,0,Life sciences,1,Total,0,5762
1982,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1183
1982,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,3893
1982,Science and engineering,0,Life sciences,0,Health sciences,1,686
1982,Science and engineering,0,Mathematics and computer sciences,1,Total,0,940
1982,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,220
1982,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,720
1982,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,3298
1982,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,102
1982,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,65
1982,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,1680
1982,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,382
1982,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,157
1982,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,912
1982,Science and engineering,0,Psychology and social sciences,1,Total,0,6090
1982,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,333
1982,Science and engineering,0,Psychology and social sciences,0,Economics,1,761
1982,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,811
1982,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,459
1982,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3158
1982,Science and engineering,0,Psychology and social sciences,0,Sociology,1,568
1982,Total,0,Total,0,All fields,1,31108
1983,Non-science and engineering,1,Total,0,Total,0,12163
1983,Non-science and engineering,0,Education,1,Total,0,7174
1983,Non-science and engineering,0,Education,0,Education administration,1,1632
